"date","price"
"2022-09-29","21000.00"
"2022-09-30","20000.00"
"2022-10-01","21000.00"
"2022-10-02","21000.00"
"2022-10-03","21000.00"
"2022-10-04","21000.00"
"2022-10-06","21000.00"
"2022-10-07","21000.00"
"2022-10-08","21000.00"
"2022-10-09","21000.00"
"2022-10-10","21000.00"
"2022-10-11","21000.00"
"2022-10-12","21000.00"
"2022-10-13","20000.00"
"2022-10-14","20000.00"
"2022-10-15","20000.00"
"2022-10-17","21000.00"
"2022-10-18","20000.00"
"2022-10-19","20000.00"
"2022-10-20","20000.00"
"2022-10-21","20000.00"
"2022-10-22","20000.00"
"2022-10-23","20000.00"
"2022-10-24","20000.00"
"2022-10-25","20000.00"
"2022-10-27","20000.00"
"2022-10-28","20000.00"
"2022-10-29","20000.00"
"2022-10-30","21000.00"
"2022-10-31","21000.00"
"2022-11-01","21000.00"
"2022-11-02","19000.00"
"2022-11-03","19000.00"
"2022-11-04","18000.00"
"2022-11-05","18000.00"
"2022-11-06","18000.00"
"2022-11-07","18000.00"
"2022-11-08","18000.00"
"2022-11-09","18000.00"
"2022-11-10","18000.00"
"2022-11-11","18000.00"
"2022-11-14","18000.00"
"2022-11-15","18000.00"
"2022-11-17","17000.00"
"2022-11-21","17000.00"
"2022-11-22","15000.00"
"2022-11-24","15000.00"
"2022-11-28","16000.00"
"2022-11-29","16000.00"
"2022-11-30","18000.00"
"2022-12-01","18000.00"
"2022-12-02","18000.00"
"2022-12-05","20000.00"
"2022-12-06","20000.00"
"2022-12-07","20000.00"
"2022-12-08","20000.00"
"2022-12-09","20000.00"
"2022-12-12","20000.00"
"2022-12-13","20000.00"
"2022-12-14","20000.00"
"2022-12-15","20000.00"
"2022-12-16","20000.00"
"2022-12-19","22000.00"
"2022-12-20","22000.00"
"2022-12-21","21000.00"
"2022-12-22","20000.00"
"2022-12-23","19000.00"
"2022-12-26","19000.00"
"2022-12-27","19000.00"
"2022-12-28","19000.00"
"2022-12-29","19000.00"
"2022-12-30","24000.00"
"2023-01-02","24000.00"
"2023-01-03","22000.00"
"2023-01-04","25000.00"
"2023-01-05","27000.00"
"2023-01-09","27000.00"
"2023-01-10","27000.00"
"2023-01-11","27000.00"
"2023-01-12","27000.00"
"2023-01-16","27000.00"
"2023-01-17","26000.00"
"2023-01-18","25000.00"
"2023-01-19","25000.00"
"2023-01-25","29000.00"
"2023-02-02","35000.00"
"2023-02-03","35000.00"
"2023-02-06","35000.00"
"2023-02-07","32000.00"
"2023-02-08","29000.00"
"2023-02-09","29000.00"
"2023-02-10","28000.00"
"2023-02-11","28000.00"
"2023-02-12","20000.00"
"2023-02-13","20000.00"
"2023-02-14","22000.00"
"2023-02-15","22000.00"
"2023-02-16","22000.00"
"2023-02-17","22000.00"
"2023-02-18","22000.00"
"2023-02-19","22000.00"
"2023-02-20","19000.00"
"2023-02-21","19000.00"
"2023-02-22","19000.00"
"2023-02-23","19000.00"
"2023-02-24","19000.00"
"2023-02-25","20000.00"
"2023-02-26","18000.00"
"2023-02-27","18000.00"
"2023-02-28","18000.00"
"2023-03-01","18000.00"
"2023-03-02","18000.00"
"2023-03-03","19000.00"
"2023-03-04","19000.00"
"2023-03-05","19000.00"
"2023-03-06","19000.00"
"2023-03-07","19000.00"
"2023-03-08","19000.00"
"2023-03-09","19000.00"
"2023-03-10","19000.00"
"2023-03-11","19000.00"
"2023-03-12","19000.00"
"2023-03-13","19000.00"
"2023-03-14","19000.00"
"2023-03-15","19000.00"
"2023-03-16","19000.00"
"2023-03-17","19000.00"
"2023-03-18","19000.00"
"2023-03-19","19000.00"
"2023-03-20","19000.00"
"2023-03-21","20000.00"
"2023-03-22","20000.00"
"2023-03-23","20000.00"
"2023-03-24","20000.00"
"2023-03-25","20000.00"
"2023-03-26","20000.00"
"2023-03-27","20000.00"
"2023-03-28","20000.00"
"2023-03-29","20000.00"
"2023-03-30","20000.00"
"2023-03-31","20000.00"
"2023-04-01","20000.00"
"2023-04-02","20000.00"
"2023-04-03","20000.00"
"2023-04-04","20000.00"
"2023-04-05","20000.00"
"2023-04-06","20000.00"
"2023-04-07","20000.00"
"2023-04-09","20000.00"
"2023-04-10","20000.00"
"2023-04-11","20000.00"
"2023-04-12","20000.00"
"2023-04-13","20000.00"
"2023-04-14","20000.00"
"2023-04-15","20000.00"
"2023-04-16","20000.00"
"2023-04-17","19000.00"
"2023-04-18","19000.00"
"2023-04-19","19000.00"
"2023-04-27","25000.00"
"2023-04-28","29000.00"
"2023-04-30","29000.00"
"2023-05-01","30000.00"
"2023-05-02","30000.00"
"2023-05-03","30000.00"
"2023-05-04","30000.00"
"2023-05-05","30000.00"
"2023-05-06","30000.00"
"2023-05-07","32000.00"
"2023-05-08","32000.00"
"2023-05-09","32000.00"
"2023-05-10","32000.00"
"2023-05-11","32000.00"
"2023-05-12","30000.00"
"2023-05-13","30000.00"
"2023-05-14","30000.00"
"2023-05-15","28000.00"
"2023-05-16","28000.00"
"2023-05-17","28000.00"
"2023-05-18","28000.00"
"2023-05-19","28000.00"
"2023-05-20","28000.00"
"2023-05-21","28000.00"
"2023-05-22","26000.00"
"2023-05-23","26000.00"
"2023-05-24","26000.00"
"2023-05-25","26000.00"
"2023-05-26","26000.00"
"2023-05-29","28000.00"
"2023-05-30","28000.00"
"2023-05-31","28000.00"
"2023-06-01","28000.00"
"2023-06-02","28000.00"
"2023-06-03","26000.00"
"2023-06-04","26000.00"
"2023-06-05","26000.00"
"2023-06-06","26000.00"
"2023-06-07","26000.00"
"2023-06-08","26000.00"
"2023-06-09","26000.00"
"2023-06-10","26000.00"
"2023-06-11","29000.00"
"2023-06-12","29000.00"
"2023-06-13","29000.00"
"2023-06-14","29000.00"
"2023-06-15","29000.00"
"2023-06-16","29000.00"
"2023-06-19","27000.00"
"2023-06-20","27000.00"
"2023-06-21","27000.00"
"2023-06-22","27000.00"
"2023-06-23","27000.00"
"2023-06-24","27000.00"
"2023-06-25","25000.00"
"2023-06-26","24000.00"
"2023-06-27","24000.00"
"2023-06-28","24000.00"
"2023-06-29","26000.00"
"2023-06-30","24000.00"
"2023-07-01","24000.00"
"2023-07-02","24000.00"
"2023-07-03","24000.00"
"2023-07-04","24000.00"
"2023-07-05","24000.00"
"2023-07-06","24000.00"
"2023-07-10","18000.00"
"2023-07-11","18000.00"
"2023-07-13","18000.00"
"2023-07-14","16000.00"
"2023-07-15","16000.00"
"2023-07-16","16000.00"
"2023-07-17","16000.00"
"2023-07-18","16000.00"
"2023-07-19","16000.00"
"2023-07-20","16000.00"
"2023-07-21","16000.00"
"2023-07-22","16000.00"
"2023-07-23","16000.00"
"2023-07-24","16000.00"
"2023-07-25","15000.00"
"2023-07-26","15000.00"
"2023-07-27","15000.00"
"2023-07-28","15000.00"
"2023-07-29","15000.00"
"2023-07-30","15000.00"
"2023-07-31","15000.00"
"2023-08-01","15000.00"
"2023-08-02","15000.00"
"2023-08-03","16000.00"
"2023-08-04","16000.00"
"2023-08-05","16000.00"
"2023-08-06","16000.00"
"2023-08-07","16000.00"
"2023-08-08","16000.00"
"2023-08-09","16000.00"
"2023-08-10","16000.00"
"2023-08-11","16000.00"
"2023-08-12","16000.00"
"2023-08-13","16000.00"
"2023-08-14","16000.00"
"2023-08-15","16000.00"
"2023-08-16","14000.00"
"2023-08-17","14000.00"
"2023-08-18","14000.00"
"2023-08-19","14000.00"
"2023-08-20","14000.00"
"2023-08-21","14000.00"
"2023-08-22","14000.00"
"2023-08-23","14000.00"
"2023-08-24","14000.00"
"2023-08-25","14000.00"
"2023-08-26","14000.00"
"2023-08-27","13000.00"
"2023-08-28","13000.00"
"2023-08-29","13000.00"
"2023-08-30","13000.00"
"2023-08-31","13000.00"
"2023-09-01","13000.00"
"2023-09-04","12000.00"
"2023-09-05","12000.00"
"2023-09-06","12000.00"
"2023-09-07","12000.00"
"2023-09-08","12000.00"
"2023-09-11","12000.00"
"2023-09-12","12000.00"
"2023-09-13","12000.00"
"2023-09-14","12000.00"
"2023-09-15","12000.00"
"2023-09-18","12000.00"
"2023-09-19","12000.00"
"2023-09-20","12000.00"
"2023-09-21","12000.00"
"2023-09-22","12000.00"
"2023-09-23","11000.00"
"2023-09-24","11000.00"
"2023-09-25","11000.00"
"2023-09-26","11000.00"
"2023-09-27","11000.00"
"2023-09-28","11000.00"
"2023-09-29","11000.00"
"2023-09-30","13000.00"
"2023-10-01","13000.00"
"2023-10-02","13000.00"
"2023-10-03","13000.00"
"2023-10-04","14000.00"
"2023-10-05","12000.00"
"2023-10-06","12000.00"
"2023-10-09","12000.00"
"2023-10-10","12000.00"
"2023-10-11","12000.00"
"2023-10-12","12000.00"
"2023-10-13","12000.00"
"2023-10-16","12000.00"
"2023-10-17","10000.00"
"2023-10-18","10000.00"
"2023-10-20","10000.00"
"2023-10-21","10000.00"
"2023-10-22","10000.00"
"2023-10-23","10000.00"
"2023-10-24","10000.00"
"2023-10-25","9000.00"
"2023-10-26","9000.00"
"2023-10-27","10000.00"
"2023-10-28","12000.00"
"2023-10-29","12000.00"
"2023-10-30","12000.00"
"2023-10-31","12000.00"
"2023-11-01","13000.00"
"2023-11-02","14000.00"
"2023-11-03","14000.00"
"2023-11-06","14000.00"
"2023-11-07","15000.00"
"2023-11-08","15000.00"
"2023-11-09","15000.00"
"2023-11-10","15000.00"
"2023-11-13","15000.00"
"2023-11-14","15000.00"
"2023-11-15","15000.00"
"2023-11-16","15000.00"
"2023-11-17","16000.00"
"2023-11-18","16000.00"
"2023-11-19","16000.00"
"2023-11-20","16000.00"
"2023-11-21","16000.00"
"2023-11-22","16000.00"
"2023-11-23","16000.00"
"2023-11-24","16000.00"
"2023-11-25","16000.00"
"2023-11-27","15000.00"
"2023-11-28","15000.00"
"2023-11-29","15000.00"
"2023-11-30","15000.00"
"2023-12-01","15000.00"
"2023-12-02","15000.00"
"2023-12-03","17000.00"
"2023-12-04","18000.00"
"2023-12-05","18000.00"
"2023-12-06","18000.00"
"2023-12-07","20000.00"
"2023-12-08","20000.00"
"2023-12-09","20000.00"
"2023-12-10","20000.00"
"2023-12-11","20000.00"
"2023-12-12","20000.00"
"2023-12-13","20000.00"
"2023-12-14","20000.00"
"2023-12-15","20000.00"
"2023-12-16","20000.00"
"2023-12-17","20000.00"
"2023-12-18","20000.00"
"2023-12-19","20000.00"
"2023-12-20","20000.00"
"2023-12-21","20000.00"
"2023-12-22","20000.00"
"2023-12-23","20000.00"
"2023-12-27","26000.00"
"2023-12-28","26000.00"
"2023-12-29","26000.00"
"2024-01-02","22000.00"
"2024-01-03","20000.00"
"2024-01-04","20000.00"
"2024-01-05","20000.00"
"2024-01-06","20000.00"
"2024-01-07","20000.00"
"2024-01-08","22000.00"
"2024-01-09","20000.00"
"2024-01-10","17000.00"
"2024-01-12","17000.00"
"2024-01-13","17000.00"
"2024-01-14","16000.00"
"2024-01-15","15000.00"
"2024-01-16","15000.00"
"2024-01-17","15000.00"
"2024-01-18","17000.00"
"2024-01-19","17000.00"
"2024-01-22","15000.00"
"2024-01-23","15000.00"
"2024-01-24","15000.00"
"2024-01-25","15000.00"
"2024-01-26","15000.00"
"2024-01-27","15000.00"
"2024-01-28","14000.00"
"2024-01-29","14000.00"
"2024-01-30","14000.00"
"2024-01-31","13000.00"
"2024-02-01","13000.00"
"2024-02-02","13000.00"
"2024-02-03","13000.00"
"2024-02-04","13000.00"
"2024-02-05","13000.00"
"2024-02-06","13000.00"
"2024-02-07","13000.00"
"2024-02-08","13000.00"
"2024-02-11","15000.00"
"2024-02-12","18000.00"
"2024-02-13","18000.00"
"2024-02-14","18000.00"
"2024-02-15","18000.00"
"2024-02-16","18000.00"
"2024-02-17","16000.00"
"2024-02-18","16000.00"
"2024-02-19","16000.00"
"2024-02-20","16000.00"
"2024-02-21","16000.00"
"2024-02-22","17000.00"
"2024-02-23","19000.00"
"2024-02-24","19000.00"
"2024-02-25","17000.00"
"2024-02-26","17000.00"
"2024-02-27","17000.00"
"2024-02-28","17000.00"
"2024-02-29","15000.00"
"2024-03-01","14000.00"
"2024-03-02","14000.00"
"2024-03-03","14000.00"
"2024-03-04","13000.00"
"2024-03-05","13000.00"
"2024-03-06","13000.00"
"2024-03-07","13000.00"
"2024-03-08","13000.00"
"2024-03-09","13000.00"
"2024-03-13","12000.00"
"2024-03-14","12000.00"
"2024-03-15","12000.00"
"2024-03-18","12000.00"
"2024-03-19","12000.00"
"2024-03-20","12000.00"
"2024-03-21","12000.00"
"2024-03-22","12000.00"
"2024-03-23","12000.00"
"2024-03-24","13000.00"
"2024-03-25","13000.00"
"2024-03-26","13000.00"
"2024-03-27","17000.00"
"2024-03-28","17000.00"
"2024-03-29","19000.00"
"2024-03-30","19000.00"
"2024-03-31","21000.00"
"2024-04-01","21000.00"
"2024-04-02","21000.00"
"2024-04-03","25000.00"
"2024-04-05","25000.00"
"2024-04-06","27000.00"
"2024-04-07","27000.00"
"2024-04-08","27000.00"
"2024-04-12","30000.00"
"2024-04-13","30000.00"
"2024-04-14","32000.00"
"2024-04-15","32000.00"
"2024-04-16","32000.00"
"2024-04-17","33000.00"
"2024-04-18","45000.00"
"2024-04-19","45000.00"
"2024-04-22","43000.00"
"2024-04-23","43000.00"
"2024-04-24","45000.00"
"2024-04-25","42000.00"
"2024-04-26","38000.00"
"2024-04-27","38000.00"
"2024-04-28","38000.00"
"2024-04-29","38000.00"
"2024-04-30","38000.00"
"2024-05-01","30000.00"
